Year,Month,Initial Ordering BIC8,Initial Ordering BIC8 name,Initial Ordering Country,BIC8,BIC8 name,BIC8 Country,Counterparty BIC8,Counterparty BIC8 name,Counterparty BIC8 Country,End Beneficiary BIC8,End Beneficiary BIC8 name,End Beneficiary Country,Message Type,Currency,Net.USD.Amount,Transactions
2015,Aug,BNKDCAMM,,CA,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,5973,4
2015,Aug,BNKDCHZH,,CH,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,98429,19
2015,Aug,BNKDCRSJ,,CR,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,385,1
2015,Aug,BNKDDKKK,,DK,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,16661,5
2015,Aug,BNKDDOSD,,DO,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,1985,1
2015,Aug,BNKDECEG,,EC,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,1375,1
2015,Aug,BNKDES2L,,ES,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,110,1
2015,Aug,BNKDILIT,,IL,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,3226,1
2015,Aug,BNKDJPJT,,JP,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,1410,1
2015,Aug,GLOG,,MX,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,12475,4
2015,Aug,GLOG,,MX,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,11037,2
2015,Aug,BNKDNIMA,,NI,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,18584,2
2015,Aug,BNKDNIMA,,NI,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,500,1
2015,Aug,BNKDNZ22,,NZ,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,2110,1
2015,Aug,BNKDPTPL,,PT,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,21977,10
2015,Aug,BNKDUS33,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,36445,6
2015,Aug,BNKDUS33,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,2901,2
2015,Aug,BNKEARBA,,AR,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,200,1
2015,Aug,BNKECAM2,,CA,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,3932,3
2015,Aug,BNKECN3X,,CN,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,13060,1
2015,Aug,BNKECOBM,,CO,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,5808,1
2015,Aug,BNKECOBM,,CO,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,1000,1
2015,Aug,BNKEDOSD,,DO,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,35175,1
2015,Aug,BNKEHNTE,,HN,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,1490,1
2015,Aug,BNKEJPJ1,,JP,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,666,1
2015,Aug,BNKEJPJ1,,JP,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,3290,1
2015,Aug,BNKELULL,,LU,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,450,1
2015,Aug,BNKEMXMM,,MX,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,6100,3
2015,Aug,BNKEMXMM,,MX,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,USD,2982,1
2015,Aug,BNKENL2U,,NL,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,35045,4
2015,Aug,BNKENL2U,,NL,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,32557,3
2015,Aug,BNKENL2U,,NL,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,USD,1323,1
2015,Aug,BNKEPAPA,,PA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,296,1
2015,Aug,BNKEPEPL,,PE,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,3782,1
2015,Aug,BNKESVSS,,SV,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,1857,1
2015,Aug,BNKESVSS,,SV,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,13990,2
2015,Aug,BNKETRIS,,TR,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,3953,1
2015,Aug,BNKFAEAD,,UE,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,4050,1
2015,Aug,BNKFAEAD,,UE,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,5565,1
2015,Aug,BNKFARBA,,AR,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,290,1
2015,Aug,BNKFAT2L,,AT,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,667,1
2015,Aug,BNKFAU2X,,AU,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,3910,7
2015,Aug,BNKFBZBZ,,BZ,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,USD,64023,13
2015,Aug,BNKFCATT,,CA,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,906,1
2015,Aug,BNKFCATT,,CA,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,7051,1
2015,Aug,BNKFCATT,,CA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,6160,4
2015,Aug,BNKFCATT,,CA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,9990,1
2015,Aug,BNKFCATT,,CA,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,339,1
2015,Aug,BNKFCNBS,,CN,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,6044,1
2015,Aug,BNKFFRPP,,FR,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,938935,1
2015,Aug,BNKFFRPP,,FR,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,1961046,2
2015,Aug,BNKFHKHH,,HK,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,28201,3
2015,Aug,BNKFHNTE,,HN,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,109990,1
2015,Aug,BNKFKRSE,,KR,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,2211193,7
2015,Aug,BNKFKRSE,,KR,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,20611,1
2015,Aug,BNKFKRSE,,KR,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,440633,7
2015,Aug,BNKFMXMT,,MX,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,2447,4
2015,Aug,BNKFNIMA,,NI,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,28530,1
2015,Aug,BNKFPAPA,,PA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,1170,1
2015,Aug,BNKFSESS,,SE,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,968,1
2015,Aug,BNKFSVSS,,SV,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,2312,1
2015,Aug,BNKFUS44,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,49775332,57
2015,Aug,BNKFUS44,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,911112,3
2015,Aug,BNKFUS44,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,62868,9
2015,Aug,BNKFUS44,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,8960,1
2015,Aug,BNKGAU3M,,AU,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,7432,1
2015,Aug,BNKGBE22,,BE,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,9282,1
2015,Aug,BNKGCH22,,CH,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,290,1
2015,Aug,BNKGCH22,,CH,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,5156,2
2015,Aug,BNKGCOBB,,CO,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,4490,1
2015,Aug,BNKGGB2L,,GB,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,30467,2
2015,Aug,BNKGHKHH,,HK,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,5963,1
2015,Aug,BNKGHNTE,,HN,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,97874,2
2015,Aug,BNKGHNTE,,HN,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,133652,7
2015,Aug,BNKGHNTE,,HN,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,93432,3
2015,Aug,BNKGIT31,,IT,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,4111,1
2015,Aug,BNKGJPJT,,JP,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,4251,1
2015,Aug,BNKGKRSE,,KR,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,1214,2
2015,Aug,BNKGMXMT,,MX,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,59468,1
2015,Aug,BNKGMXMT,,MX,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,957,4
2015,Aug,BNKGNL2A,,NL,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,11351,5
2015,Aug,BNKGSVSS,,SV,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,2492,2
2015,Aug,BNKGSVSS,,SV,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,112081,2
2015,Aug,BNKGUS44,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,26631,3
2015,Aug,BNKGUS44,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,2090,1
2015,Aug,BNKHCAT2,,CA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,275683,11
2015,Aug,BNKHCAT2,,CA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,63247,3
2015,Aug,BNKHCAT2,,CA,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,5394,11
2015,Aug,BNKHCAT2,,CA,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,2816,3
2015,Aug,BNKHCOBB,,CO,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,24808,1
2015,Aug,BNKHCOBB,,CO,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,106932,2
2015,Aug,BNKHCRSJ,,CR,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,79921,12
2015,Aug,BNKHINBB,,IN,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,1695,1
2015,Aug,BNKHMXMM,,MX,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,4362,1
2015,Aug,BNKHMXMM,,MX,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,5729,1
2015,Aug,BNKHSVSS,,SV,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,7848,2
2015,Aug,BNKHTWTP,,TW,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,694,1
2015,Aug,BNKHTWTP,,TW,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,27359,3
2015,Aug,GLOG,,CA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,101641,1
2015,Aug,BNKICHZZ,,CH,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,438,1
2015,Aug,BNKIDES1,,DE,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,984,1
2015,Aug,BNKIFRPP,,FR,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,973,2
2015,Aug,BNKIGB2L,,GB,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,127421,2
2015,Aug,BNKIKRSE,,KR,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,753318,3
2015,Aug,BNKIKRSE,,KR,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,196208,2
2015,Aug,BNKIKRSE,,KR,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,590,1
2015,Aug,BNKIKRSE,,KR,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,74042,6
2015,Aug,BNKIMXMM,,MX,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,490,1
2015,Aug,BNKIMXMM,,MX,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,6853,5
2015,Aug,BNKISVSS,,SV,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,99955,1
2015,Aug,BNKIUS33,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,500,1
2015,Aug,BNKIUS33,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,4500,3
2015,Aug,BNKJCATT,,CA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,15225,3
2015,Aug,BNKJCATT,,CA,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,1975,1
2015,Aug,BNKJCATT,,CA,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,9990,1
2015,Aug,BNKJCRSJ,,CR,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,106184,4
2015,Aug,BNKJCRSJ,,CR,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,25720,4
2015,Aug,BNKJDEFF,,DE,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,990,1
2015,Aug,GLOJ,,ES,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,560,1
2015,Aug,GLOJ,,ES,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,1089,1
2015,Aug,BNKJFR2A,,FR,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,416,1
2015,Aug,BNKJFR2A,,FR,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,8369,3
2015,Aug,BNKJINBB,,IN,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,13860,1
2015,Aug,BNKJIT22,,IT,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,1325,1
2015,Aug,BNKJSVSS,,SV,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,70397,2
2015,Aug,BNKJSVSS,,SV,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,1077,1
2015,Aug,BNKJTWTP,,TW,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,1972,1
2015,Aug,BNKJUS3N,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,2360,1
2015,Aug,BNKJUS3N,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,397990,1
2015,Aug,BNKKAT22,,AT,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,1290,1
2015,Aug,BNKKCRSJ,,CR,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,907,1
2015,Aug,BNKKDE6W,,DE,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,2625,4
2015,Aug,BNKKHNTE,,HN,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,49950,2
2015,Aug,BNKKITMM,,IT,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,19560,6
2015,Aug,BNKKMXMM,,MX,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,490,1
2015,Aug,BNKKMXMM,,MX,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,2217,2
2015,Aug,BNKKPAPA,,PA,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,12454,2
2015,Aug,BNKKTWTP,,TW,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,805,1
2015,Aug,BNKLAT2K,,AT,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,295,1
2015,Aug,BNKLHNTE,,HN,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,1310,2
2015,Aug,BNKLUS33,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,5710,9
2015,Aug,BNKMDEFF,,DE,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,3881,4
2015,Aug,BNKMDEFF,,DE,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,97443,4
2015,Aug,BNKMDEFF,,DE,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,110,1
2015,Aug,BNKMITRR,,IT,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,4465,1
2015,Aug,BNKMITRR,,IT,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,106529,1
2015,Aug,BNKNITNA,,IT,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,3334,4
2015,Aug,BNKNPAPA,,PA,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,USD,1560,1
2015,Aug,BNKNUS33,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,1160,2
2015,Aug,BNKNUS33,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,1875,1
2015,Aug,GLOL,,AT,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,4503,1
2015,Aug,BNKOUS3M,,US,BNKAXXYY,,XX,BNKOUS3M,,US,BNKAXXYY,,XX,MT103,USD,39997,1
2015,Aug,BNKOUS3M,,US,BNKAXXYY,,XX,BNKOUS3M,,US,BNKAXXYY,,XX,MT103,USD,128571,10
2015,Aug,BNKOUS3M,,US,BNKAXXYY,,XX,BNKOUS3M,,US,BNKAXXYY,,XX,MT103,USD,137318,2
2015,Aug,BNKQCHGG,,CH,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,9363,2
2015,Aug,BNKQESBB,,ES,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,10065,4
2015,Aug,BNKQMXMM,,MX,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,6295,13
2015,Aug,BNKQMXMM,,MX,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,21148,8
2015,Aug,BNKQMXMM,,MX,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,12243,1
2015,Aug,BNKQNOKK,,NO,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,9572,13
2015,Aug,BNKQUS33,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,490,1
2015,Aug,BNKRESMM,,ES,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,11978,2
2015,Aug,BNKRESMM,,ES,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,4362,1
2015,Aug,BNKSCHZZ,,CH,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,44922,1
2015,Aug,BNKSCHZZ,,CH,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,7413,5
2015,Aug,BNKSDEFF,,DE,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,680,2
2015,Aug,BNKSDEFF,,DE,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,6581,1
2015,Aug,BNKSGB22,,GB,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,5075,1
2015,Aug,BNKTCHBB,,CH,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,68504,1
2015,Aug,BNKTDE81,,DE,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,57396,1
2015,Aug,BNKTES2A,,ES,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,2176,1
2015,Aug,BNKTPAPA,,PA,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,38392,1
2015,Aug,BNKTUS33,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,440,1
2015,Aug,GLOL,,DE,BNKAXXYY,,XX,GLOL,,DE,BNKAXXYY,,XX,MT103,USD,44088,1
2015,Aug,BNKUFRPP,,FR,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,2710,1
2015,Aug,BNKVCH22,,CH,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,8919,1
2015,Aug,BNKVFRPP,,FR,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,920,1
2015,Aug,BNKWESBB,,ES,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,113584,10
2015,Aug,BNKWESBB,,ES,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,21153,10
2015,Aug,BNKXITGG,,IT,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,6466,1
2015,Aug,BNKXPAPA,,PA,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,13871,4
2015,Aug,BNKXPAPA,,PA,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,9393,1
2015,Aug,BNKYCH2L,,CH,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,7872,9
2015,Aug,BNKYDE66,,DE,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,2837,1
2015,Aug,BNKZES2M,,ES,BNKAXXYY,,XX,GLOH,,DE,BNKAXXYY,,XX,MT103,EUR,477,1
2015,Aug,BNQBUS44,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,24838,5
2015,Aug,BNQBUS44,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,218005,3
2015,Aug,BNQGUS3C,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,30334998,18
2015,Aug,BNQGUS3C,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,4309149,23
2015,Aug,BNQGUS3C,,US,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,3625,1
2015,Aug,BNQHUS44,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,590,1
2015,Aug,BNQHUS44,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,1600,3
2015,Aug,BNQLUS44,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,10980,1
2015,Aug,BNQMUS3A,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,20200,1
2015,Aug,BNQOUS33,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,8065,3
2015,Aug,BNQOUS33,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,9940,2
2015,Aug,BNQPUS61,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,3660,2
2015,Aug,BNQRUS33,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,34960,3
2015,Aug,BNQRUS33,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,34900,2
2015,Aug,BNQSUS6S,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,8990,1
2015,Aug,BNQXUS33,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,7839,1
2015,Aug,BQDDUS66,,US,BNKAXXYY,,XX,GLOB,,US,BNKAXXYY,,XX,MT103,USD,23569,5
2015,Aug,BQDDUS66,,US,BNKAXXYY,,XX,GLOF,,US,BNKAXXYY,,XX,MT103,USD,9980,1
2015,Aug,BQHHUS77,,US,BNKAXXYY,,XX,GLOC,,US,BNKAXXYY,,XX,MT103,USD,35953,1
2015,Aug,GLOD,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,46980,2
2015,Aug,GLOA,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,111581,6
2015,Aug,GLOA,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,1442969,57
2015,Aug,GLOA,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,6668942,20
2015,Aug,GLOA,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,24418518,199
2015,Aug,GLOA,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,85551,13
2015,Aug,GLOA,,US,BNKAXXYY,,XX,GLOA,,US,BNKAXXYY,,XX,MT103,USD,73867,9
